iter	Logloss
142	0.470249293
143	0.4700858529
144	0.4700169116
145	0.4698481817
146	0.4697381484
147	0.4697009271
148	0.4697004043
149	0.4695061323
150	0.4694023701
151	0.4692676662
152	0.4691476583
153	0.4691200676
154	0.469076506
155	0.468979845
156	0.4689015079
157	0.4688923926
158	0.4687259236
159	0.4686875741
160	0.46862513
161	0.4684329835
162	0.4684008096
163	0.468284181
164	0.4682434677
165	0.4681731769
166	0.468137744
167	0.467963611
168	0.467909324
169	0.4678438267
170	0.4677709069
171	0.4677046882
172	0.4676341137
173	0.4675633008
174	0.4675503066
175	0.4674932674
176	0.4673060661
177	0.4672384854
178	0.4670089705
179	0.4669652271
180	0.4668923073
181	0.4668714695
182	0.4668406161
183	0.466774262
184	0.4667220484
185	0.4665654657
186	0.4664865965
187	0.4663681118
188	0.4663102081
189	0.4662975852
190	0.466200994
191	0.4661041811
192	0.4660231294
193	0.4659640008
194	0.4657755123
195	0.4656802977
196	0.4656294501
197	0.4655351788
198	0.4654450481
199	0.4652653455
200	0.4651614723
201	0.4651462262
202	0.4651313997
203	0.4650963851
204	0.4650023924
205	0.4649553628
206	0.4648918419
207	0.4647585686
208	0.4646893983
209	0.46463949
210	0.4645748657
211	0.4645677393
212	0.4644829343
213	0.4644070949
214	0.4643524505
215	0.4642280671
216	0.4641384039
217	0.464104556
218	0.4640671319
219	0.463960942
220	0.4639410106
221	0.4639279926
222	0.4638284742
223	0.4638050492
224	0.4637879875
225	0.4636875838
226	0.4636324876
227	0.4635879692
228	0.4635417933
229	0.4634931881
230	0.4634355962
231	0.4634166248
232	0.4633090034
233	0.4631916093
234	0.4631406323
235	0.4630899598
236	0.463004418
237	0.4628300394
238	0.4627732194
239	0.4627095024
240	0.4626555357
241	0.4625137682
242	0.4624873895
243	0.4624485291
244	0.4623444562
245	0.4623254296
246	0.4622890573
247	0.4622480884
248	0.4621252515
249	0.4620374373
250	0.4619582298
251	0.4618421694
252	0.4617968159
253	0.4617195257
254	0.4615956449
255	0.4615116589
256	0.4614048363
257	0.461302122
258	0.4612699589
259	0.4611983601
260	0.4610750898
261	0.4609509328
262	0.4609095561
263	0.4608874324
264	0.4608776221
265	0.4607864405
266	0.4606946569
267	0.4605682221
268	0.4605582729
269	0.4605106385
270	0.4604396737
271	0.4603823659
272	0.4602866561
273	0.4602484773
274	0.4601858249
275	0.4600928983
276	0.4600636854
277	0.4599927281
278	0.4599690025
279	0.4598701254
280	0.4597893348
281	0.4597404438
282	0.459694222
283	0.4596776713
284	0.4595756475
285	0.4595207823
286	0.4594045536
287	0.4592792034
288	0.4591674503
289	0.4590605192
290	0.4589645081
291	0.4588858363
292	0.4587625134
293	0.4586853795
294	0.4584761258
295	0.4584230974
296	0.4583531834
297	0.4582468942
298	0.4582181036
299	0.4581699797
300	0.4580947905
301	0.4580758554
302	0.4580281084
303	0.4579822407
304	0.4578885797
305	0.4578362667
306	0.4577540992
307	0.4577112456
308	0.4575847911
309	0.4575487799
310	0.4574312458
311	0.4572998554
312	0.4572794243
313	0.4572239336
314	0.4571388043
315	0.4571073378
316	0.4570228201
317	0.4568940278
318	0.456836772
319	0.4567160485
320	0.4566254334
321	0.4565467239
322	0.4564784146
323	0.4564322881
324	0.4563981766
325	0.4563308063
326	0.4563218517
327	0.4563098208
328	0.4562731585
329	0.4561745623
330	0.4559806694
331	0.4559624383
332	0.4558694634
333	0.4557723098
334	0.4556974048
335	0.4556509797
336	0.4555502702
337	0.4554356907
338	0.4553909774
339	0.4552330625
340	0.4551924643
341	0.4551796
342	0.4551279853
343	0.4549421679
344	0.4547722503
345	0.4547282054
346	0.454666834
347	0.4546474922
348	0.4546035973
349	0.4545276904
350	0.4544893703
351	0.4544003553
352	0.4543170223
353	0.454198729
354	0.4541583489
355	0.4541175362
356	0.453992991
357	0.4538653637
358	0.4537437549
359	0.4536451591
360	0.453633082
361	0.4535962975
362	0.4535168703
363	0.4533167449
364	0.4532879166
365	0.4532615967
366	0.4532198524
367	0.453134828
368	0.4529539442
369	0.4528602501
370	0.4528136791
371	0.4527746864
372	0.4527065951
373	0.4526397608
374	0.452633685
375	0.4525319131
376	0.452457667
377	0.4523259241
378	0.4522824686
379	0.4521559644
380	0.4521028168
381	0.4520213967
382	0.4519893431
383	0.451918403
384	0.4517626661
385	0.4516842682
386	0.4515792983
387	0.4514539287
388	0.4514020261
389	0.4513802792
390	0.4513249333
391	0.4512391592
392	0.4512091059
393	0.4511887624
394	0.4511272737
395	0.4510661577
396	0.4509568353
397	0.4509045989
398	0.4508687193
399	0.4508079401
400	0.4507867458
401	0.4506817679
402	0.4505611133
403	0.4504541956
404	0.4504149028
405	0.4503013395
406	0.450277946
407	0.4502449387
408	0.4501917307
409	0.4501211089
410	0.4500472632
411	0.4500054406
412	0.4499781328
413	0.4499048434
414	0.4498740256
415	0.4498459858
416	0.4497884806
417	0.4497267407
418	0.4496984817
419	0.4496291894
420	0.4495612247
421	0.4495349522
422	0.4494766617
423	0.4494290683
424	0.4493113504
425	0.4492304318
426	0.4491593349
427	0.4490786874
428	0.4490185877
429	0.4489214459
430	0.4488677194
431	0.4488271997
432	0.4487752408
433	0.4487058607
434	0.4486366942
435	0.4485087259
436	0.4484458889
437	0.4483674131
438	0.4482984481
439	0.4482044236
440	0.4480745812
441	0.4480257151
442	0.4479636247
443	0.4479444681
444	0.447908433
445	0.4478792862
446	0.4478277634
447	0.4477874184
448	0.4477625808
449	0.4476562721
450	0.447579161
451	0.4475542793
452	0.4475284932
453	0.4474573316
454	0.4474003038
455	0.447320126
456	0.4473086752
457	0.4472719538
458	0.4471671285
459	0.4470827924
460	0.4469833069
461	0.4469411153
462	0.446870775
463	0.4468447472
464	0.4467171557
465	0.4466410609
466	0.446473732
467	0.4463915506
468	0.4462750877
469	0.4462676947
470	0.4462539303
471	0.4462075131
472	0.44619264
473	0.446142753
474	0.4460608927
475	0.4460411949
476	0.4459854575
477	0.4458932331
478	0.445817279
479	0.4457784978
480	0.4457028684
481	0.4456599945
482	0.4455419754
483	0.4454669329
484	0.4454175316
485	0.4453256541
486	0.4452177191
487	0.4451842198
488	0.4450448384
489	0.4449732977
490	0.4449378992
491	0.4448905689
492	0.4448557451
493	0.4447033481
494	0.444649254
495	0.4446236922
496	0.4445841387
497	0.4445057267
498	0.444426927
499	0.4443871076
500	0.4443704874
501	0.4442488784
502	0.4442364831
503	0.4442067501
504	0.4441270367
505	0.4440727258
506	0.4439775299
507	0.4438463033
508	0.4437340561
509	0.4436478167
510	0.4436003822
511	0.4435832818
512	0.4434878272
513	0.4434063234
514	0.443345271
515	0.443287002
516	0.4431949556
517	0.4431726829
518	0.4431260397
519	0.4429772638
520	0.4429046583
521	0.4427964108
522	0.4427059158
523	0.4426526822
524	0.4426002934
525	0.4425808973
526	0.4424780818
527	0.4424265244
528	0.4423720321
529	0.4423430599
530	0.4422931669
531	0.4422596994
532	0.4421779043
533	0.4420830081
534	0.4420305572
535	0.4419985545
536	0.4419874829
537	0.4419552612
538	0.4419259298
539	0.4418747507
540	0.4417936392
541	0.4417054179
542	0.4416521086
543	0.4415494395
544	0.4415413037
545	0.4415114181
546	0.4414217354
547	0.4413864838
548	0.4413251009
549	0.4411776866
550	0.4410935492
551	0.4410522903
552	0.4409355999
553	0.4408693815
554	0.4407686191
555	0.4407015602
556	0.4405671924
557	0.4405198629
558	0.4404252947
559	0.4403773506
560	0.4402455995
561	0.4402276325
562	0.4401887091
563	0.4401561195
564	0.4400535018
565	0.4400012397
566	0.4399554217
567	0.439918076
568	0.4398630771
569	0.4397992932
570	0.4397499923
571	0.4396793888
572	0.4396524115
573	0.4395806471
574	0.4394509243
575	0.4393775021
576	0.4392192507
577	0.4391998286
578	0.4391456177
579	0.4391189202
580	0.4390859372
581	0.4389822193
582	0.4389627894
583	0.4388349367
584	0.4387962061
585	0.4386776903
586	0.4385409981
587	0.4384675776
588	0.438434412
589	0.4383837699
590	0.438351125
591	0.4382873559
592	0.4382516288
593	0.4382127565
594	0.4381840021
595	0.4381034628
596	0.4380743356
597	0.4379389147
598	0.4378319669
599	0.437819165
600	0.4377487917
601	0.4377143397
602	0.4377089619
603	0.437657561
604	0.4376245314
605	0.4374639321
606	0.4373933812
607	0.4373358746
608	0.4373274525
609	0.4372718908
610	0.4372178627
611	0.4371936353
612	0.437104448
613	0.4370361222
614	0.4370088365
615	0.4369557538
616	0.4368754905
617	0.4368099659
618	0.4367719433
619	0.4367005396
620	0.4366369347
621	0.4365507894
622	0.4365285772
623	0.4364821524
624	0.4364326125
625	0.436314592
626	0.4362827454
627	0.4362100734
628	0.4361025685
629	0.4359992807
630	0.4359746602
631	0.4359638392
632	0.4359296561
633	0.4358994029
634	0.4358515934
635	0.4357340309
636	0.4356172435
637	0.4355156301
638	0.4354447274
639	0.4353918881
640	0.4352797835
641	0.435223777
642	0.4350803331
643	0.4349898067
644	0.4349193371
645	0.4348887589
646	0.4348489394
647	0.4348079657
648	0.4347786972
649	0.4346784781
650	0.434566445
651	0.4345301066
652	0.4344098729
653	0.4343606314
654	0.4342523034
655	0.4341692633
656	0.4340884393
657	0.4340021916
658	0.4339142341
659	0.4338963082
660	0.4338598521
661	0.433781974
662	0.4336604313
663	0.4335398481
664	0.4334861313
665	0.4334499901
666	0.4333222431
667	0.4332590436
668	0.433148667
669	0.433055285
670	0.4329750859
671	0.4328642481
672	0.4328256907
673	0.4327782032
674	0.4327482757
675	0.432743185
676	0.4326447647
677	0.4326308018
678	0.4325808713
679	0.432448121
680	0.4323764628
681	0.4322684311
682	0.4322287944
683	0.4320954091
684	0.4320804237
685	0.4320403579
686	0.4320250724
687	0.4319338033
688	0.4318523266
689	0.4318349759
690	0.4318082619
691	0.4317843983
692	0.4317536764
693	0.4316760611
694	0.4316321275
695	0.4315589501
696	0.4314412488
697	0.4314263345
698	0.4313595525
699	0.4312831408
700	0.4311364695
701	0.4310842432
702	0.4310614608
703	0.4310409038
704	0.4309955171
705	0.4309806128
706	0.4308985763
707	0.4308227198
708	0.4307069489
709	0.4306017257
710	0.4303941661
711	0.430305373
712	0.4302762687
713	0.430118586
714	0.4301062387
715	0.4300620894
716	0.4300374495
717	0.4299875467
718	0.4299527516
719	0.4299211772
720	0.4298421598
721	0.4298165462
722	0.4297568539
723	0.4297221071
724	0.4296262995
725	0.4295758211
726	0.4295396699
727	0.4294937058
728	0.4293793241
729	0.4293367431
730	0.4292241767
731	0.42912912
732	0.4291011347
733	0.429053903
734	0.4289655998
735	0.4289235894
736	0.4288209931
737	0.428746004
738	0.4287220643
739	0.4286557783
740	0.4285610515
741	0.4284713048
742	0.4283654359
743	0.4283311972
744	0.4282829558
745	0.4282158441
746	0.4281963388
747	0.4280916297
748	0.4279840594
749	0.4278909132
750	0.4278333246
751	0.4278040016
752	0.4277751766
753	0.427685124
754	0.4276538966
755	0.4275513343
756	0.4274615343
757	0.4274406924
758	0.427358377
759	0.4272610489
760	0.4271263649
761	0.427081416
762	0.4270404282
763	0.4270284154
764	0.4269845279
765	0.4269378714
766	0.4269066909
767	0.4268326853
768	0.4267208594
769	0.4267082126
770	0.4266513897
771	0.4265954673
772	0.4264971836
773	0.4263934204
774	0.4263452001
775	0.4263251003
776	0.4262057748
777	0.4261687397
778	0.4260363642
779	0.4259835978
780	0.4258775518
781	0.4257952733
782	0.4257782899
783	0.4257160966
784	0.4256496323
785	0.4254693061
786	0.4254062124
787	0.4252932914
788	0.425242469
789	0.4251720921
790	0.4251153929
791	0.4250750093
792	0.425033568
793	0.4249677172
794	0.424933222
795	0.4249259391
796	0.4248860121
797	0.4248710025
798	0.4248350439
799	0.4248052797
800	0.4247406279
801	0.4247169174
802	0.4246296525
803	0.424573851
804	0.424490926
805	0.4244609283
806	0.4243954224
807	0.4243037641
808	0.4242168379
809	0.4242055721
810	0.4241266044
811	0.4240010848
812	0.4239834872
813	0.4238773113
814	0.4238065839
815	0.4237406213
816	0.4236932573
817	0.4236435246
818	0.4235924936
819	0.4235110447
820	0.4234756819
821	0.4233841564
822	0.4233148169
823	0.4233054941
824	0.4232922845
825	0.4231424047
826	0.4230308597
827	0.4229205086
828	0.4228285704
829	0.422739492
830	0.4226713731
831	0.4225188681
832	0.422474808
833	0.4224600514
834	0.4223473006
835	0.4222988705
836	0.4222401055
837	0.4221807438
838	0.4220549106
839	0.4220097187
840	0.4218635114
841	0.4218240077
842	0.4217758714
843	0.4217120316
844	0.4216027771
845	0.4215777017
846	0.4215134263
847	0.4214120085
848	0.421360959
849	0.4212846235
850	0.4212521131
851	0.4212013694
852	0.4211408574
853	0.421070002
854	0.4210296148
855	0.4209838646
856	0.4208921241
857	0.420773287
858	0.4206962337
859	0.4205454302
860	0.4204325721
861	0.4203760365
862	0.4203211757
863	0.4202364685
864	0.4201797094
865	0.4201197033
866	0.4200530845
867	0.420012971
868	0.4199064259
869	0.4198225648
870	0.4197320556
871	0.4196494777
872	0.4196383234
873	0.4195785767
874	0.4195089905
875	0.4194061675
876	0.4193112825
877	0.4192809401
878	0.4192294504
879	0.4191701765
880	0.4191080418
881	0.4190955052
882	0.4190837023
883	0.4190148964
884	0.4190027572
885	0.4188803591
886	0.4187800139
887	0.4187606664
888	0.4187372137
889	0.4186689048
890	0.4186463773
891	0.4185515347
892	0.4185035506
893	0.418461067
894	0.4184276599
895	0.4183827695
896	0.4183164465
897	0.4182267117
898	0.4181351719
899	0.4180520379
900	0.417996982
901	0.4179080564
902	0.4178371035
903	0.4177493756
904	0.4176861057
905	0.4175931075
906	0.4175083767
907	0.417448008
908	0.4173707747
909	0.4172952998
910	0.4171718678
911	0.4170796118
912	0.416984411
913	0.4168629836
914	0.4167682387
915	0.4167553964
916	0.4167111773
917	0.4166780808
918	0.4165405643
919	0.4164239099
920	0.416384712
921	0.4163031859
922	0.4162261214
923	0.4161554252
924	0.4161152122
925	0.4159470193
926	0.4158778967
927	0.4158252629
928	0.415756743
929	0.41568502
930	0.415658867
931	0.4155414856
932	0.4155338966
933	0.4153854965
934	0.4153086327
935	0.4152958333
936	0.4152223349
937	0.4151460576
938	0.415054961
939	0.4150043113
940	0.4149174304
941	0.4148744181
942	0.4147792678
943	0.4147587164
944	0.4147147467
945	0.4146626748
946	0.4145739072
947	0.4145330807
948	0.4143994044
949	0.4143324285
950	0.4142358253
951	0.4141424887
952	0.4140460406
953	0.4139381306
954	0.4138986841
955	0.4137995642
956	0.4137644025
957	0.4137527388
958	0.4137197073
959	0.4137083109
960	0.4136058429
961	0.4135499823
962	0.4134941453
963	0.4134384224
964	0.4134272605
965	0.4133554865
966	0.4133093422
967	0.4132722051
968	0.4132516568
969	0.4132054674
970	0.4131485247
971	0.4130959477
972	0.4130533787
973	0.4129856158
974	0.4129403494
975	0.4128946317
976	0.4127727042
977	0.4127250698
978	0.4127047408
979	0.4126635627
980	0.4126271326
981	0.412559768
982	0.4125310218
983	0.4124638385
984	0.4124527294
985	0.4123759241
986	0.412293435
987	0.4122660966
988	0.4122259551
989	0.412189919
990	0.4121457425
991	0.4121054145
992	0.4120759338
993	0.4120727276
994	0.412011038
995	0.4119296859
996	0.4118832243
997	0.4117880133
998	0.4117464495
999	0.4116687124
