iter	Logloss
167	0.4749730586
168	0.4749384548
169	0.4748581318
170	0.4748477131
171	0.4747982775
172	0.4747271099
173	0.4747141988
174	0.4746998386
175	0.4746541118
176	0.4746220315
177	0.4745970991
178	0.4745707718
179	0.4745420057
180	0.4745420056
181	0.4744912647
182	0.4744202905
183	0.4743277293
184	0.4742809718
185	0.4742544115
186	0.4742119014
187	0.4741080408
188	0.4740217359
189	0.4739953999
190	0.4739527671
191	0.4738996577
192	0.4738730264
193	0.4738305499
194	0.4737830951
195	0.473761895
196	0.4737202794
197	0.4736753326
198	0.4736384413
199	0.4735496302
200	0.4735063859
201	0.4734412371
202	0.4734254799
203	0.4733627616
204	0.4733474627
205	0.4733160401
206	0.4732870643
207	0.4732339027
208	0.4731883447
209	0.4731765689
210	0.4731382559
211	0.473096063
212	0.473073887
213	0.4730425378
214	0.4730099349
215	0.4729836831
216	0.4729565025
217	0.4728859629
218	0.4728687063
219	0.4727716277
220	0.4727165249
221	0.4726539121
222	0.4725851712
223	0.4725684909
224	0.4725386808
225	0.4725016036
226	0.4724530327
227	0.4724233351
228	0.4723921873
229	0.4722926535
230	0.4722416871
231	0.4721687102
232	0.4721368312
233	0.4721009727
234	0.472093923
235	0.4720713666
236	0.4720320543
237	0.4719831858
238	0.4719723568
239	0.4719439534
240	0.4718822061
241	0.4718038886
242	0.4717687411
243	0.471710319
244	0.4716584531
245	0.4716158136
246	0.4714998922
247	0.4714507204
248	0.4713994059
249	0.4713660038
250	0.4713453245
251	0.4713405125
252	0.4712629772
253	0.4712156664
254	0.4712011019
255	0.4711513478
256	0.4711325258
257	0.4710709069
258	0.471010472
259	0.470970954
260	0.4709054561
261	0.4708492072
262	0.4707408323
263	0.4706978556
264	0.470662911
265	0.4706389308
266	0.470587117
267	0.4705625045
268	0.470518406
269	0.4705122492
270	0.470472332
271	0.4704435997
272	0.4704107495
273	0.470387332
274	0.4703378833
275	0.4703174255
276	0.4702772924
277	0.470211886
278	0.4701216418
279	0.4700991733
280	0.4700412012
281	0.4699924728
282	0.4699544393
283	0.4698800722
284	0.4698444964
285	0.4697979893
286	0.4697547628
287	0.4697109716
288	0.4696857315
289	0.4696714338
290	0.4696568352
291	0.4696454939
292	0.4695929645
293	0.469484086
294	0.4694669393
295	0.4694174189
296	0.4693910466
297	0.4693769198
298	0.469344406
299	0.4692894121
300	0.4692676702
301	0.4692579605
302	0.4692415862
303	0.4691770082
304	0.4690985032
305	0.4690924077
306	0.4690524751
307	0.469019583
308	0.4689969271
309	0.4689544144
310	0.4689425868
311	0.4689182342
312	0.4688914356
313	0.4688515921
314	0.4688144154
315	0.4687972448
316	0.4687763928
317	0.4687473758
318	0.4686974867
319	0.4686682882
320	0.46859439
321	0.4685819922
322	0.4685556391
323	0.4684945764
324	0.4684383483
325	0.4683903218
326	0.4683680905
327	0.4682728573
328	0.4682166452
329	0.468167879
330	0.4681076726
331	0.4680870431
332	0.468063658
333	0.4680490754
334	0.4680090539
335	0.467947681
336	0.4679244379
337	0.4679017444
338	0.4678710454
339	0.4678192518
340	0.4677798467
341	0.4677417265
342	0.4676486407
343	0.4675853217
344	0.467576438
345	0.467484354
346	0.4674218903
347	0.4673604604
348	0.4673326165
349	0.4673094046
350	0.467301391
351	0.4672374565
352	0.4672041145
353	0.4671878848
354	0.4671534822
355	0.467147724
356	0.4671085397
357	0.4670353858
358	0.4669857731
359	0.4669299628
360	0.4668490706
361	0.4668380692
362	0.4667844448
363	0.4667591159
364	0.4667386107
365	0.4667320826
366	0.4667187991
367	0.4666595964
368	0.4666307171
369	0.4665970972
370	0.466555153
371	0.4665217329
372	0.4665140191
373	0.4664926322
374	0.4664219193
375	0.4663998256
376	0.4663859287
377	0.4663422566
378	0.4662957568
379	0.4662440926
380	0.466197731
381	0.4661715743
382	0.4661632083
383	0.4661108024
384	0.4660453121
385	0.4660335908
386	0.4659975004
387	0.4659376733
388	0.4659234313
389	0.4658967855
390	0.4658484178
391	0.4658103894
392	0.4657946368
393	0.465736592
394	0.4656981605
395	0.4656304037
396	0.4656139895
397	0.4656001683
398	0.4655625398
399	0.465537906
400	0.4655074076
401	0.4654841317
402	0.4654364661
403	0.4654262313
404	0.4654146026
405	0.4653971192
406	0.4653559063
407	0.4652922676
408	0.4652369758
409	0.465202395
410	0.4651680323
411	0.465115474
412	0.4650795088
413	0.4650732072
414	0.465033746
415	0.4649718267
416	0.4649134303
417	0.4648475913
418	0.4647960145
419	0.4647415169
420	0.4647372284
421	0.4647099329
422	0.4646636146
423	0.4646469555
424	0.4645977823
425	0.4645160473
426	0.4644871072
427	0.4644357869
428	0.4643681433
429	0.4643455784
430	0.4643017807
431	0.4642904695
432	0.4642798324
433	0.4642421548
434	0.46420175
435	0.4641844174
436	0.4641352221
437	0.4640988541
438	0.4640697968
439	0.4640343444
440	0.4639972952
441	0.4639326879
442	0.4639047596
443	0.4638306399
444	0.4637624934
445	0.463752734
446	0.4637098715
447	0.4636900959
448	0.46363751
449	0.4636266572
450	0.4635886699
451	0.4635610056
452	0.4634980182
453	0.4634753001
454	0.4634626128
455	0.4633999453
456	0.4633392805
457	0.4633150491
458	0.4632799739
459	0.4632423811
460	0.4632095091
461	0.4631519508
462	0.4631238555
463	0.4630551818
464	0.4629989998
465	0.4629893509
466	0.4629594113
467	0.4629401258
468	0.4629177374
469	0.4629151946
470	0.4628810948
471	0.462843727
472	0.462801678
473	0.4627640449
474	0.4627153977
475	0.4627112896
476	0.462647968
477	0.4626390535
478	0.4625866609
479	0.4625451582
480	0.4625287335
481	0.4624967887
482	0.4624878096
483	0.4624622699
484	0.4624193221
485	0.462363908
486	0.462292604
487	0.4622543852
488	0.4622211992
489	0.4621730791
490	0.4621446728
491	0.4621105741
492	0.4620652621
493	0.4619929523
494	0.4619008751
495	0.4618912395
496	0.4618763621
497	0.461857742
498	0.4618012807
499	0.461756421
500	0.4617392948
501	0.4617310897
502	0.461668344
503	0.46161505
504	0.4615932664
505	0.4615430741
506	0.4614996901
507	0.4614953712
508	0.4614363379
509	0.4614037788
510	0.4613386244
511	0.4612826734
512	0.4612602722
513	0.4612507243
514	0.4612435812
515	0.4611881736
516	0.4611493934
517	0.4611159167
518	0.4610817097
519	0.4610732202
520	0.4610447119
521	0.4610112264
522	0.4609959588
523	0.4609273742
524	0.4609094236
525	0.460870035
526	0.4608369892
527	0.4608052215
528	0.4607739244
529	0.4607478937
530	0.4606888777
531	0.4606253969
532	0.460607287
533	0.4605938256
534	0.4605872131
535	0.4605566682
536	0.4605288929
537	0.4604732605
538	0.4604541292
539	0.4604190235
540	0.4604048658
541	0.460398897
542	0.4603629728
543	0.4603344192
544	0.4603104338
545	0.4602789959
546	0.4602419219
547	0.460222655
548	0.4602162368
549	0.460193616
550	0.4601232704
551	0.4600908749
552	0.4600816811
553	0.4600237801
554	0.4600189512
555	0.4599782665
556	0.4599547626
557	0.4599097359
558	0.4598623903
559	0.459841771
560	0.4598150277
561	0.4598028567
562	0.459792307
563	0.4597547698
564	0.4597508026
565	0.4597038518
566	0.4596631778
567	0.4596474457
568	0.4596158553
569	0.4595955363
570	0.4595890827
571	0.4595114657
572	0.4594942572
573	0.4594471476
574	0.45943195
575	0.4594112079
576	0.4593663993
577	0.4593474699
578	0.4592956084
579	0.4592673136
580	0.4592249723
581	0.4592009105
582	0.4591903089
583	0.4591640183
584	0.4591429709
585	0.4591382624
586	0.45911289
587	0.4590909542
588	0.4590802633
589	0.4589877586
590	0.4589267418
591	0.4588948658
592	0.4588340923
593	0.4588264369
594	0.4587813538
595	0.458738094
596	0.458723695
597	0.458676648
598	0.4586305449
599	0.4585836441
600	0.4585572124
601	0.4585456376
602	0.4584471596
603	0.458419862
604	0.4583791518
605	0.4583096371
606	0.4582754147
607	0.4582667698
608	0.4582104119
609	0.4581766055
610	0.4581464927
611	0.4580995243
612	0.4580515647
613	0.4580148179
614	0.4579810226
615	0.4579467459
616	0.4579372039
617	0.4578742777
618	0.457851878
619	0.45784076
620	0.4578363814
621	0.4578237323
622	0.4578104703
623	0.4577901289
624	0.457727595
625	0.4576753205
626	0.4576697785
627	0.4576019707
628	0.4575226965
629	0.4574973294
630	0.4574712048
631	0.4574046456
632	0.4573898085
633	0.4573371369
634	0.4573013314
635	0.4572709611
636	0.4572604469
637	0.4571747776
638	0.4571483335
639	0.4570769169
640	0.4570651813
641	0.4570293126
642	0.4570250912
643	0.4570021544
644	0.456983392
645	0.4569740531
646	0.456918507
647	0.4568862632
648	0.4568793046
649	0.4568437029
650	0.4567533608
651	0.456724047
652	0.4566917868
653	0.4566692864
654	0.4566543992
655	0.4566257265
656	0.4565986571
657	0.4565575833
658	0.4565456419
659	0.4565276082
660	0.4564927798
661	0.4564825585
662	0.4564707995
663	0.4564519327
664	0.4564216964
665	0.4564093991
666	0.4563559939
667	0.4563305097
668	0.4562956426
669	0.4562541591
670	0.4562120229
671	0.4561812363
672	0.4561727726
673	0.456130298
674	0.4561010524
675	0.456057143
676	0.4560402549
677	0.4560156606
678	0.4559905862
679	0.4559527072
680	0.4559404462
681	0.4559065375
682	0.4558976507
683	0.4558688176
684	0.455818376
685	0.4557581878
686	0.4557473434
687	0.4557280122
688	0.4556900511
689	0.4556346979
690	0.4556258601
691	0.4555913482
692	0.455537174
693	0.4555086052
694	0.4555019555
695	0.4554902139
696	0.4554663078
697	0.4554084469
698	0.4553780234
699	0.4553629438
700	0.4553516231
701	0.4553349651
702	0.4553048216
703	0.4552655568
704	0.4552221841
705	0.4551644504
706	0.455135914
707	0.4550454008
708	0.4549991696
709	0.4549488023
710	0.4549301417
711	0.4549070023
712	0.4549011025
713	0.454854429
714	0.4548371756
715	0.4547847375
716	0.4547346564
717	0.4546953188
718	0.4546686381
719	0.4545748763
720	0.454566574
721	0.4545591053
722	0.4545468512
723	0.4545248747
724	0.454476269
725	0.4544487946
726	0.4543861202
727	0.4543703015
728	0.454302129
729	0.4542661076
730	0.4542378661
731	0.4542004191
732	0.4541937387
733	0.4541619665
734	0.4541390036
735	0.4541045134
736	0.4540749862
737	0.4540408619
738	0.4539740103
739	0.4539593046
740	0.4539307575
741	0.4538902932
742	0.4538413396
743	0.4538125979
744	0.4537777773
745	0.4537577202
746	0.4536991965
747	0.4536631172
748	0.4536358069
749	0.4535768888
750	0.4535503283
751	0.4535283073
752	0.4534855191
753	0.4534323364
754	0.4533750466
755	0.4533447084
756	0.4533163458
757	0.4533030889
758	0.4532919337
759	0.4532542388
760	0.4532237284
761	0.4531583649
762	0.4531216981
763	0.4530378846
764	0.4530222194
765	0.4530037844
766	0.4529967756
767	0.4529744622
768	0.4529539832
769	0.4529253968
770	0.4528934952
771	0.4528554838
772	0.4528269303
773	0.452787389
774	0.4527585786
775	0.4527198981
776	0.4527014331
777	0.4526292176
778	0.4525841397
779	0.4525614576
780	0.4525124625
781	0.452490813
782	0.4524607037
783	0.4524352786
784	0.4523940219
785	0.4523534645
786	0.4523163855
787	0.452271559
788	0.4522509015
789	0.4522009975
790	0.4521486689
791	0.4521436103
792	0.45214196
793	0.4521192253
794	0.4520782857
795	0.4520443553
796	0.452033922
797	0.4520130548
798	0.4519597442
799	0.4519524442
800	0.4518787887
801	0.4518053129
802	0.4518031539
803	0.4517764411
804	0.4517619051
805	0.4517220125
806	0.4517097408
807	0.4517030521
808	0.4516834933
809	0.4516776715
810	0.4516567302
811	0.4516299148
812	0.4515697943
813	0.4515630347
814	0.4515559105
815	0.451528726
816	0.4515142632
817	0.4514981351
818	0.4514935275
819	0.4514483476
820	0.4514315907
821	0.4513778933
822	0.4513600914
823	0.4513051713
824	0.4512823236
825	0.4512654569
826	0.4512405813
827	0.4512079088
828	0.4511541198
829	0.4511461421
830	0.4511083426
831	0.4510385647
832	0.4510075801
833	0.4509081293
834	0.4508594541
835	0.4508356991
836	0.4508320654
837	0.4507574847
838	0.4507396074
839	0.4506745797
840	0.4506433383
841	0.4506211497
842	0.4505570694
843	0.4505482759
844	0.4505298757
845	0.4504795561
846	0.4504372101
847	0.4504144571
848	0.4503853669
849	0.4503837342
850	0.4503632321
851	0.4503036054
852	0.4502934298
853	0.450269806
854	0.4502258379
855	0.4501993033
856	0.4501636342
857	0.4501248545
858	0.4500926734
859	0.4500755105
860	0.4500426135
861	0.4500348318
862	0.450025247
863	0.4499740981
864	0.44995168
865	0.4499194017
866	0.4498792864
867	0.4498568107
868	0.4498499474
869	0.4498070817
870	0.449793862
871	0.4497572031
872	0.4497408709
873	0.449709624
874	0.4496722517
875	0.4496622659
876	0.4496608846
877	0.449619911
878	0.4495881121
879	0.4495391229
880	0.4495057589
881	0.4494722388
882	0.4494684747
883	0.4494575506
884	0.4494384784
885	0.4494087232
886	0.44938403
887	0.4493507613
888	0.4493125814
889	0.4492904776
890	0.4492538847
891	0.4492082117
892	0.4491733793
893	0.4491419504
894	0.4491260216
895	0.4491123795
896	0.4490917841
897	0.4490564664
898	0.449039405
899	0.4489901636
900	0.4489520559
901	0.4489235563
902	0.4488883187
903	0.4488521079
904	0.4488170973
905	0.4487864432
906	0.4487808803
907	0.4487780454
908	0.4487520411
909	0.4487158102
910	0.4486740238
911	0.4486641331
912	0.4486212631
913	0.4485647982
914	0.4485172503
915	0.4485001425
916	0.4484951089
917	0.4484493723
918	0.4484341028
919	0.4483911378
920	0.4483622963
921	0.4483059883
922	0.4482600402
923	0.4482286802
924	0.4482159727
925	0.4481828069
926	0.4481747699
927	0.4481399871
928	0.4481228503
929	0.4481149915
930	0.44809529
931	0.4480858684
932	0.448066417
933	0.4480033805
934	0.4479699793
935	0.4479564487
936	0.4479498619
937	0.4479036574
938	0.447854812
939	0.447833751
940	0.4478134289
941	0.4477739482
942	0.4477533271
943	0.4477154279
944	0.4476803131
945	0.4476510795
946	0.4476213852
947	0.4476127424
948	0.4475604498
949	0.4475519178
950	0.4475388078
951	0.447506691
952	0.4474900274
953	0.4474708986
954	0.447433996
955	0.447369106
956	0.4473625977
957	0.4473158448
958	0.4472996545
959	0.4472718466
960	0.4472085713
961	0.4471955911
962	0.44717001
963	0.4471589402
964	0.4471362185
965	0.4471107097
966	0.4470863315
967	0.4470778475
968	0.4470676242
969	0.447037768
970	0.447011959
971	0.4469836851
972	0.4469651736
973	0.4469265712
974	0.4468953138
975	0.4468741508
976	0.4468419055
977	0.4468042585
978	0.4467837996
979	0.4467599917
980	0.4467163509
981	0.4466845797
982	0.4466409477
983	0.4465763472
984	0.4465492111
985	0.44650443
986	0.4464604662
987	0.4464344086
988	0.4464235385
989	0.4464026728
990	0.4463714396
991	0.446344054
992	0.4463141239
993	0.4462621617
994	0.4462138516
995	0.4461975305
996	0.4461594386
997	0.44613147
998	0.4461279258
999	0.4460714508
1000	0.4460150121
1001	0.4459910411
1002	0.4459642343
1003	0.4459499749
1004	0.4459312506
1005	0.4459131104
1006	0.4458820695
1007	0.4458608826
1008	0.4458263909
1009	0.4458090261
1010	0.4457785116
1011	0.4457515342
1012	0.4457233177
1013	0.4456780438
1014	0.4456721668
1015	0.445668224
1016	0.4456450403
1017	0.445620168
1018	0.445590714
1019	0.445563557
1020	0.4455361072
1021	0.4455098069
1022	0.4454476868
1023	0.44542478
1024	0.4454171647
1025	0.445371471
1026	0.445338068
1027	0.4453282621
1028	0.4452877994
1029	0.4452831248
1030	0.4452403786
1031	0.4452028979
1032	0.4451808573
1033	0.4451652697
1034	0.4451062821
1035	0.4450691799
1036	0.4450306595
1037	0.4449981207
1038	0.44498266
1039	0.4449605832
1040	0.4449127225
1041	0.4448947567
1042	0.444874357
1043	0.4448144012
1044	0.4447845506
1045	0.4447320228
1046	0.4446908175
1047	0.4446693015
1048	0.4446518491
1049	0.4446071095
1050	0.4445645337
1051	0.4445287788
1052	0.4445104227
1053	0.4444779141
1054	0.4444482773
1055	0.4444296551
1056	0.4444134954
1057	0.4443943059
1058	0.4443776364
1059	0.444327288
1060	0.444263524
1061	0.4442361087
1062	0.4442162995
1063	0.4441904712
1064	0.4441529931
1065	0.4441436215
1066	0.4441070961
1067	0.4440600443
1068	0.4440259258
1069	0.4439969024
1070	0.4439862471
1071	0.4439373831
1072	0.4438796813
1073	0.4438329474
1074	0.4437968084
1075	0.443772352
1076	0.4437301108
1077	0.4436548989
1078	0.4436312092
1079	0.4435911384
1080	0.4435690453
1081	0.4435392192
1082	0.443522666
1083	0.4434932459
1084	0.4434829378
1085	0.4434408938
1086	0.4434325491
1087	0.4434076714
1088	0.4433644003
1089	0.4433307732
1090	0.4433022096
1091	0.4432497091
1092	0.4432394361
1093	0.4432314562
1094	0.4432119819
1095	0.4431919372
1096	0.4431594464
1097	0.4431486936
1098	0.4431170682
1099	0.4431166031
